rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
15,spotify:track:6hLsMjw00j3HGrkUjKwmgo,"King Savagge, Jairo Vera, Bayron Fire",A200,King savagge,1508640,1,13,CHL,2025-01-16,6hLsMjw00j3HGrkUjKwmgo
16,spotify:track:4c2Pc0NrfkesPR0jff6q3F,Bad Bunny,KETU TeCRÉ,Rimas Entertainment LLC.,1444267,16,2,CHL,2025-01-16,4c2Pc0NrfkesPR0jff6q3F
17,spotify:track:6WatFBLVB0x077xWeoVc2k,KAROL G,Si Antes Te Hubiera Conocido,Bichota/Interscope Records,1278101,1,30,CHL,2025-01-16,6WatFBLVB0x077xWeoVc2k
18,spotify:track:7tCuCjhxzjX2XCz4JiiAsp,Bad Bunny,TURiSTA,Rimas Entertainment LLC.,1252754,18,2,CHL,2025-01-16,7tCuCjhxzjX2XCz4JiiAsp
19,spotify:track:79x7xtoCLpf6l32Zz6mWo4,Bad Bunny,BOKeTE,Rimas Entertainment LLC.,1170400,19,2,CHL,2025-01-16,79x7xtoCLpf6l32Zz6mWo4
20,spotify:track:1YYfyJ2yCvGFCxwjsIqEK9,"Rauw Alejandro, Romeo Santos",Khé?,Sony Music Latin/Duars Entertainment,1152347,9,9,CHL,2025-01-16,1YYfyJ2yCvGFCxwjsIqEK9
21,spotify:track:7ricDBUakN3N0YkkKE8Obu,"Beéle, Ovy On The Drums",Mi Refe,5020 Records,1108329,21,4,CHL,2025-01-16,7ricDBUakN3N0YkkKE8Obu
22,spotify:track:6VNXmo59yDYgcwLS17UNAW,"Bad Bunny, Los Pleneros de la Cresta",CAFé CON RON,Rimas Entertainment LLC.,1080832,22,2,CHL,2025-01-16,6VNXmo59yDYgcwLS17UNAW
23,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,1061343,3,26,CHL,2025-01-16,7tI8dRuH2Yc6RuoTjxo4dU
24,spotify:track:6kPCcIAGoTeRrh8qrmKa90,"Tiago PZK, Ke Personajes",Piel,WEA Latina,1056131,8,50,CHL,2025-01-16,6kPCcIAGoTeRrh8qrmKa90
